,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
1069,Yeram,Yang Yeram,양예람,예람,3/31/2000,Astin,South Korea,0,0,,M,,2000-03-31,22,2000
1070,Mir,Lee Yoonsang,이윤상,미르,3/6/2000,Astin,South Korea,0,0,,M,,2000-03-06,22,2000
1071,Hyeongseok,Chu Hyeongseok,추형석,형석,9/13/2000,Astin,South Korea,0,0,,M,,2000-09-13,22,2000
1072,Hyunsuk,Choi Hyunsuk,최현석,현석,4/21/1999,Treasure,South Korea,0,0,Daegu,M,,1999-04-21,23,1999
1073,Jihoon,Park Jihoon,박지훈,지훈,3/14/2000,Treasure,South Korea,0,0,Busan,M,,2000-03-14,22,2000
1074,Yoshi,Kanemoto Yoshinori,카네모토 요시노리,요시,5/15/2000,Treasure,Japan,179,59,Kobe,M,,2000-05-15,22,2000
1075,Junkyu,Kim Junkyu,김준규,준규,9/9/2000,Treasure,South Korea,0,0,,M,,2000-09-09,22,2000
1076,Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/2000,,South Korea,0,0,,M,,2000-12-11,22,2000
1077,Mashiho,Takata Mashiho,타카타 마시호,마시호,3/25/2001,Treasure,Japan,0,0,,M,,2001-03-25,21,2001
1078,Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,7/23/2001,Treasure,South Korea,0,0,,M,,2001-07-23,21,2001
1079,Asahi,Hanada Asahi,하나다 아사히,아사히,8/20/2001,Treasure,Japan,0,0,,M,,2001-08-20,21,2001
1080,Yedam,Bang Yedam,방예담,예담,5/7/2002,Treasure,South Korea,0,0,,M,,2002-05-07,20,2002
1081,Doyoung,Kim Doyoung,김도영,도영,12/4/2003,Treasure,South Korea,0,0,,M,,2003-12-04,19,2003
1082,Haruto,Watanabe Haruto,와타나베 하루토,하루토,4/5/2004,Treasure,Japan,0,0,,M,,2004-04-05,18,2004
1083,Jeongwoo,Park Jeongwoo,박정우,정우,9/28/2004,Treasure,South Korea,0,0,,M,,2004-09-28,18,2004
1084,Hyunjun,Lee Hyunjun,이현준,현준,12/21/1999,IZ,South Korea,0,0,,M,,1999-12-21,23,1999
1085,Jihoo,Lim Soojung,임수정,지후,8/5/1998,IZ,South Korea,0,0,,M,,1998-08-05,24,1998
1086,Woosu,Kim Minseok,김민석,우수,11/23/1999,IZ,South Korea,0,0,,M,,1999-11-23,23,1999
1087,Junyoung,Lee Junyoung,이준영,준영,9/23/2000,IZ,South Korea,0,0,,M,,2000-09-23,22,2000
1088,Minjae,Jo Minjae,조민재,민재,8/8/1994,Spectrum,South Korea,0,0,,M,,1994-08-08,28,1994
1089,Dongkyu,Moon Dongkyu,문동규,동규,11/16/1992,Spectrum,South Korea,0,0,,M,,1992-11-16,30,1992
1090,Jaehan,Kim Jaehan,김재한,재한,7/1/1995,OMEGA X,South Korea,0,0,,M,,1995-07-01,27,1995
1091,Hwarang,Park Jonghan,박종찬,종찬,12/5/1995,Spectrum,South Korea,0,0,,M,,1995-12-05,27,1995
1092,Villain,Lee Seunghyun,이승현,빌런,7/17/1998,Spectrum,South Korea,0,0,,M,,1998-07-17,24,1998
1093,Eunjun,Choi Eunjun,최은준,은준,8/6/1999,Spectrum,South Korea,0,0,,M,,1999-08-06,23,1999
1094,Hyunji,Kim Hyunji,김현지,현지,6/30/1992,Hashtag,South Korea,165,0,,F,,1992-06-30,30,1992
1095,Sua,Yang Sua,양수아,수아,3/24/1995,Hashtag,South Korea,169,0,Gwangju,F,,1995-03-24,27,1995
1096,Dajeong,Kim Dajeong,김다정,다정,8/8/1995,Hashtag,South Korea,170,0,Gwangju,F,,1995-08-08,27,1995
1097,Seungmin,Lee Seungmin,이승민,승민,2/3/1996,Hashtag,South Korea,162,0,,F,,1996-02-03,26,1996
1098,Subin,Oh Subin,오수빈,수빈,9/30/1998,Hashtag,South Korea,172,0,,F,,1998-09-30,24,1998
1099,Sojin,Hong Sojin,홍소진,소진,9/24/1999,Hashtag,South Korea,163,0,,F,,1999-09-24,23,1999
1100,Aeji,Kwon Aeji,권애지,애지,10/25/1999,Hashtag,South Korea,163,0,Daegu,F,,1999-10-25,23,1999
1101,Yiyeon,Jung Dasol,정다솔,이연,5/28/1995,BVNDIT,South Korea,0,0,,F,,1995-05-28,27,1995
1102,Songhee,Yoon Songhee,윤송희,송희,11/8/1998,BVNDIT,South Korea,0,0,,F,,1998-11-08,24,1998
1103,Jungwoo,Uhm Jungwoo,엄정우,정우,4/2/1999,BVNDIT,South Korea,0,0,,F,,1999-04-02,23,1999
1104,Simyeong,Lee Simyeong,이시명,시명,5/27/1999,BVNDIT,South Korea,0,0,,F,,1999-05-27,23,1999
1105,Seungeun,Shim Seungeun,심승은,승은,12/27/2000,BVNDIT,South Korea,0,0,,F,,2000-12-27,22,2000
1106,Laon,Shin Kyuhyun,신규현,라온,12/19/1995,ENOi,South Korea,177,60,,M,,1995-12-19,27,1995
1107,Dojin,Jeon Yongtae,전용태,도진,3/7/1997,ENOi,South Korea,181,61,,M,,1997-03-07,25,1997
1108,Hamin,Jo Hamin,조하민,하민,10/24/1997,ENOi,South Korea,183,65,,M,,1997-10-24,25,1997
1109,Donghyuk,Park Donghyuk,박동혁,동혁,12/18/1999,BLANK2Y,South Korea,178,61,,M,,1999-12-18,23,1999
1110,Kevin,Park Jinwoo,박진우,케빈,1/12/2000,OMEGA X,South Korea,167,51,,M,,2000-01-12,22,2000
1111,Junghoon,Han Jeonghoon,한정훈,정훈,2/14/2000,OMEGA X,South Korea,177,61,,M,,2000-02-14,22,2000
1112,Hyuk,Yang Hyuk,양혁,혁,3/15/2000,OMEGA X,South Korea,183,67,,M,,2000-03-15,22,2000
1113,Ji Hansol,Ji Hansol,지한솔,지한솔,11/21/1994,Newkidd,South Korea,182,63,Busan,M,jisol_11,1994-11-21,28,1994
1114,Choi Jiann,Choi Jaewoo,최재우,최지안,9/30/1997,Newkidd,South Korea,175,0,,M,,1997-09-30,25,1997
1115,Jinkwon,Kim Jinkwon,김진권,진권,1/31/2001,Newkidd,South Korea,0,0,,M,,2001-01-31,21,2001
1116,Yunmin,Yun Min,윤민,윤민,2/26/2001,Newkidd,South Korea,0,0,,M,,2001-02-26,21,2001
1117,Hwi,Jo Mingyu,조민규,휘,9/26/2002,Newkidd,South Korea,0,0,,M,,2002-09-26,20,2002
1118,Woochul,Shin Woochul,신우철,우철,10/2/2002,Newkidd,South Korea,0,0,,M,,2002-10-02,20,2002
1119,Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,South Korea,0,0,,M,,2003-01-01,19,2003
1120,Cheongeum,Jang Cheongeum,장청음,청음,6/19/1996,Ho1iday,South Korea,0,0,,F,,1996-06-19,26,1996
1121,Saebyeok,Shim Jaeyoung,심재영,새벽,11/9/1996,Ho1iday,South Korea,0,0,,F,,1996-11-09,26,1996
1122,Heejoo,Jeon Heejoo,전희주,희주,11/30/1996,Ho1iday,South Korea,0,0,,F,,1996-11-30,26,1996
1123,Haru,Lee Yoojeong,이유정,하루,2/26/1997,Ho1iday,South Korea,164,0,,F,,1997-02-26,25,1997
1124,Dany,Jeon Eunji,전은지,다니,1/20/1998,Ho1iday,South Korea,0,0,,F,,1998-01-20,24,1998
1125,BX,Lee Byounggon,이병곤,비엑스,3/5/1998,CIX,South Korea,180,61,Incheon,M,,1998-03-05,24,1998
1126,Seunghun,Kim Seunghun,김승훈,승훈,2/26/1999,CIX,South Korea,181,69,,M,,1999-02-26,23,1999
1127,Yonghee,Kim Yonghee,김용희,용희,2/17/2000,CIX,South Korea,177,59,,M,,2000-02-17,22,2000
1128,Hyunsuk,Yoon Hyunsuk,윤현석,현석,9/8/2001,CIX,South Korea,188,0,,M,,2001-09-08,21,2001
1129,Jeon Woong,Jeon Woong,전웅,전웅,10/15/1997,AB6IX,South Korea,173,0,,M,,1997-10-15,25,1997
1130,Seoham,Park Seoham,박서함,서함,10/28/1993,KNK,South Korea,190,70,,M,,1993-10-28,29,1993
1131,Dongwon,Lee Dongwon,이동원,동원,1/1/1994,KNK,South Korea,184,0,,M,,1994-01-01,28,1994
1132,Inseong,Jeong Inseong,정인성,인성,7/1/1994,KNK,South Korea,183,71,,M,,1994-07-01,28,1994
1133,Jihun,Kim Jihun,김지훈,지훈,2/20/1995,KNK,South Korea,186,73,,M,,1995-02-20,27,1995
1134,Heejun,Oh Heejun,오희준,희준,5/8/1996,KNK,South Korea,180,61,,M,,1996-05-08,26,1996
1135,Jiahn,Yoo Jiahn,유지안,지안,4/1/1992,IN2IT,South Korea,176,57,,M,,1992-04-01,30,1992
1136,Yeontae,Jeong Yeontae,정연태,연태,7/6/1992,IN2IT,South Korea,178,58,,M,,1992-07-06,30,1992
1137,Inho,Hwang Inho,황인호,인호,6/21/1993,IN2IT,South Korea,177,58,,M,,1993-06-21,29,1993
1138,Hyunuk,Han Hyunuk,한현욱,현욱,9/26/1994,IN2IT,South Korea,179,63,,M,,1994-09-26,28,1994
1139,Isaac,Voo Isaak,부 아이젝,아이젝,12/12/1994,IN2IT,Malaysia,176,56,,M,,1994-12-12,28,1994
1140,Inpyo,Lee Inpyo,이인표,인표,8/14/1995,IN2IT,South Korea,182,66,,M,,1995-08-14,27,1995
1141,Sunghyun,Kim Sunghyun,김성현,성현,3/16/1996,IN2IT,South Korea,186,71,,M,,1996-03-16,26,1996
1142,Moonvok,Jang Moonvok,장문복,문복,4/11/1995,Limitless,South Korea,168,48,,M,,1995-04-11,27,1995
1143,Hwichan,Lee Heechan,이휘찬,휘찬,4/18/1996,Limitless,South Korea,0,0,,M,,1996-04-18,26,1996
1144,A.M,Seong Hyunwoo,성현우,에이엠,12/31/1996,Limitless,South Korea,181,62,,M,,1996-12-31,26,1996
1145,Heeseok,Yun Heeseok,윤희석,희석,6/10/1997,Limitless,South Korea,180,61,,M,,1997-06-10,25,1997
1146,Yoonji,,,윤지,7/21/1998,Lusty,South Korea,163,45,,F,,1998-07-21,24,1998
1147,Harin,,,하린,11/21/1995,Lusty,South Korea,160,43,Seoul,F,,1995-11-21,27,1995
1148,Jinhui,,,진희,11/21/1996,Lusty,South Korea,160,42,Seongnam,F,,1996-11-21,26,1996
1149,Isol,,,이솔,5/1/1997,Lusty,South Korea,166,48,Seoul,F,,1997-05-01,25,1997
1150,Yeryung,,,예령,6/22/2002,Lusty,South Korea,169,49,Busan,F,,2002-06-22,20,2002
1151,Eson,Kim Jungmin,김정민,이슨,12/28/1996,We In The Zone,South Korea,177,63,Honolulu,M,,1996-12-28,26,1996
1152,Jooan,Im Jimyoung,임지명,주안,10/4/1996,We In The Zone,South Korea,173,58,Dongtan,M,,1996-10-04,26,1996
1153,Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1/6/1998,We In The Zone,South Korea,175,60,Suncheon,M,,1998-01-06,24,1998
1154,Min,Lee Mincheon,이민천,민,10/16/1997,We In The Zone,South Korea,171,50,Seoul,M,,1997-10-16,25,1997
1155,Shihyun,Kim Shihyun,김시현,시현,5/6/1998,We In The Zone,South Korea,0,0,Changwon,M,,1998-05-06,24,1998
1156,Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/1990,UNIQ,China,183,65,,M,,1990-12-11,32,1990
1157,Sungjoo,Kim Sungjoo,김성주,성주,2/16/1994,UNIQ,South Korea,180,65,,M,,1994-02-16,28,1994
1158,Wenhan,Li Wenhan,리원한,원한,7/22/1994,UNIQ,China,180,64,,M,,1994-07-22,28,1994
1159,Seungyoon,Cho Seungyoon,조승연,승연,8/5/1996,UNIQ,South Korea,183,68,,M,,1996-08-05,26,1996
1160,Yibo,Wang Yibo,왕이보,이보,8/5/1997,UNIQ,China,182,65,,M,,1997-08-05,25,1997
1161,Yohan,Kim Yohan,김요한,요한,9/22/1999,WEi,South Korea,181,66,,M,,1999-09-22,23,1999
1162,Junho,Cha Junho,차준호,준호,7/9/2002,DRIPPIN,South Korea,178,63,,M,,2002-07-09,20,2002
1163,Dongpyo,Son Dongpyo,손동표,동표,9/9/2002,Mirae,South Korea,166,48,,M,,2002-09-09,20,2002
1164,Minhee,Kang Minhee,강민희,민희,9/17/2002,CRAVITY,South Korea,185,58,,M,,2002-09-17,20,2002
1165,Eunsang,Lee Eunsang,이은상,은상,10/26/2002,YOUNITE,South Korea,180,58,,M,,2002-10-26,20,2002
1166,Hyeongjun,Song Hyeongjun,송형준,형준,11/30/2002,CRAVITY,South Korea,174,55,,M,,2002-11-30,20,2002
1167,Dohyon,Nam Dohyon,남도현,도현,11/10/2004,BAE173,South Korea,180,62,,M,,2004-11-10,18,2004
1168,Juri,Takahashi Juri,타카하시 쥬리,쥬리,10/3/1997,Rocket Punch,Japan,160,44,,F,,1997-10-03,25,1997
1169,Yeonhee,Kim Yeonhee,김연희,연희,12/6/2000,Rocket Punch,South Korea,161,0,,F,,2000-12-06,22,2000
1170,Suyun,Kim Suyun,김수윤,수윤,3/17/2001,Rocket Punch,South Korea,169,52,,F,,2001-03-17,21,2001
1171,Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/2001,Rocket Punch,South Korea,161,0,,F,,2001-11-01,21,2001
1172,Sohee,Kim Sohee,김소희,소희,8/14/2003,Rocket Punch,South Korea,161,46,,F,,2003-08-14,19,2003
1173,Dahyun,Jeong Dahyun,정다현,다현,4/29/2005,Rocket Punch,South Korea,160,0,,F,,2005-04-29,17,2005
1174,Yeseo,Kang Yeseo,강예서,예서,8/22/2005,Kep1er,South Korea,157,0,,F,,2005-08-22,17,2005
1175,Wondae,Seol Wondae,설원대,원대,4/28/1998,Dongkiz,South Korea,180,63,,M,,1998-04-28,24,1998
1176,Kyungyoon,Lee Kyungyoon,이경윤,경윤,2/21/2000,Dongkiz,South Korea,177,58,,M,,2000-02-21,22,2000
1177,Munik,Jang Moonik,장문익,문익,3/20/2001,Dongkiz,South Korea,173,50,,M,,2001-03-20,21,2001
1178,Jaechan,Park Jaechan,박재찬,재찬,12/6/2001,Dongkiz,South Korea,177,58,,M,,2001-12-06,21,2001
1179,Jonghyeong,Kim Jonghyeong,김종형,종형,4/13/2002,Dongkiz,South Korea,178,65,,M,,2002-04-13,20,2002
1180,Yonggeun,Jo Yonggeun,조용근,용근,1/23/1995,D1CE,South Korea,174,54,,M,,1995-01-23,27,1995
1181,Hyunsoo,Kim Hyunsoo,김현수,현수,4/12/1995,D1CE,South Korea,176,60,,M,,1995-04-12,27,1995
1182,Yoojun,Jun Yoojun,정유준,유준,7/26/1995,D1CE,South Korea,0,0,,M,,1995-07-26,27,1995
1183,Woodam,Park Woodam,박우담,우담,8/2/1995,D1CE,South Korea,173,0,,M,,1995-08-02,27,1995
1184,Jinyoung,Woo Jinyoung,우진영,진영,5/31/1997,D1CE,South Korea,170,51,,M,,1997-05-31,25,1997
1185,Taedong,Kim Taedong,김태동,태동,11/7/1997,OMEGA X,South Korea,177,61,,M,,1997-11-07,25,1997
1186,Yehyeon,Kim Yehyeon,김예현,예현,9/12/1999,GIDONGDAE,South Korea,176,63,,M,,1999-09-12,23,1999
1187,Wonjin,Won Jin,원진,원진,1/1/2003,GIDONGDAE,South Korea,0,0,,M,,2003-01-01,19,2003
1188,Youngho,Noh Youngho,노영호,영호,3/24/1993,SIGNAL,South Korea,0,0,,M,,1993-03-24,29,1993
1189,Gihwan,Kim Gihwan,김기환,기환,11/24/1993,SIGNAL,South Korea,0,0,,M,,1993-11-24,29,1993
1190,Kyuhwan,Lee Kyuhwan,이규환,규환,9/18/1994,SIGNAL,South Korea,0,0,,M,,1994-09-18,28,1994
1191,Bokeun,Kim Bokeun,김복은,복은,10/12/1994,SIGNAL,South Korea,0,0,,M,,1994-10-12,28,1994
1192,Aini,Kim Heejung,김희정,아이니,7/13/1991,,South Korea,163,44,,F,,1991-07-13,31,1991
1193,Seea,Kang Eunyoung,강은영,시아,8/21/1994,Pink Fantasy,South Korea,160,43,,F,,1994-08-21,28,1994
1194,Yechan,Kim Yechan,김예찬,예찬,11/26/1995,Pink Fantasy,South Korea,159,45,,F,,1995-11-26,27,1995
1195,Daewang Nim,Daewang Nim,대왕님,대왕님,4/8/1996,Pink Fantasy,South Korea,162,49,,F,,1996-04-08,26,1996
1196,Sanga,Lee Sanga,이상아,상아,8/5/1999,,South Korea,165,0,,F,,1999-08-05,23,1999
1197,Yubin,Cho Yubin,조유빈,유빈,10/9/1999,,South Korea,156,40,,F,,1999-10-09,23,1999
1198,Harin,Park Guenhye,박근혜,하린,5/26/2000,Pink Fantasy,South Korea,164,48,,F,,2000-05-26,22,2000
1199,Arang,Park Yerim,박예림,아랑,1/22/2001,Pink Fantasy,South Korea,167,49,,F,,2001-01-22,21,2001
1200,Heesun,Park Heesun,박희선,희선,1/25/2005,Pink Fantasy,South Korea,162,45,,F,,2005-01-25,17,2005
1201,Lina,Oh Sejin,오세진,리나,7/27/1997,ANS,South Korea,0,0,,F,,1997-07-27,25,1997
1202,Royeon,Jeon Hyunjoo,전현주,로연,2/20/1998,ANS,South Korea,0,0,,F,,1998-02-20,24,1998
1203,Dalyn,Lee Sohyun,이소현,달린,8/27/1999,ANS,South Korea,0,0,,F,,1999-08-27,23,1999
1204,Raon,Lee Seoyoung,이서영,라온,1/21/2000,ANS,South Korea,0,0,,F,,2000-01-21,22,2000
1205,Bian,Yu Jiwon,유지원,비안,2/13/2001,MAJORS,South Korea,0,0,,F,,2001-02-13,21,2001
1206,Dami,Hong Dayoung,홍다영,담이,6/7/2001,ANS,South Korea,0,0,,F,,2001-06-07,21,2001
1207,Doi,Kim Doi,김도이,도이,4/12/1994,FANATICS,South Korea,170,0,,F,,1994-04-12,28,1994
1208,Sika,Ren Shika,렌 시카,시카,8/22/1995,,China,165,0,,F,,1995-08-22,27,1995
1209,Chaelin,Lee Chaelin,이채린,채린,10/20/1999,FANATICS,South Korea,162,47,,F,,1999-10-20,23,1999
1210,Chiayi,Li Chiayi,지아이,지아이,1/22/2000,FANATICS,Taiwan,164,0,,F,,2000-01-22,22,2000
1211,Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/2001,FANATICS,South Korea,173,0,,F,,2001-10-04,21,2001
1212,Doah,Kim Doah,김도아,도아,12/4/2003,FANATICS,South Korea,163,42,,F,,2003-12-04,19,2003
1213,Loha,Kang Yejin,강예진,로하,12/27/2001,Nature,South Korea,171,0,,F,,2001-12-27,21,2001
1214,Yunji,Kim Yunji,김윤지,윤지,8/26/1996,ARIAZ,South Korea,0,0,,F,,1996-08-26,26,1996
1215,Dawon,Lee Dawon,이다원,다원,12/2/1996,ARIAZ,South Korea,0,0,,F,,1996-12-02,26,1996
1216,Sihyeon,Kang Sihyeon,강시현,시현,7/15/1998,ARIAZ,South Korea,0,0,,F,,1998-07-15,24,1998
1217,Yeori,Choi Yeori,최여리,여리,9/8/1999,ARIAZ,South Korea,0,0,,F,,1999-09-08,23,1999
1218,Hyogyeong,Jang Hyogyeong,장효경,효경,11/15/1999,ARIAZ,South Korea,0,0,,F,,1999-11-15,23,1999
1219,Jueun,Jo Jueun,조주은,주은,1/27/2001,ARIAZ,South Korea,0,0,,F,,2001-01-27,21,2001
1220,Yurim,Park Yurim,박유림,유림,4/13/1998,3YE,South Korea,164,0,,F,,1998-04-13,24,1998
1221,Yuji,Son Yuji,손유지,유지,11/25/1998,3YE,South Korea,160,45,,F,,1998-11-25,24,1998
1222,Haeun,Yoon Haeun,윤하은,하은,3/12/1999,3YE,South Korea,163,0,,F,,1999-03-12,23,1999
1223,Kain,Bang Junho,방준호,카인,3/25/1997,ARGON,South Korea,178,0,,M,,1997-03-25,25,1997
1224,Haneul,Lee Haneul,이하늘,하늘,6/3/1996,ARGON,South Korea,175,0,,M,,1996-06-03,26,1996
1225,Roel,Kim Sunho,김선호,로엘,2/13/1997,ARGON,South Korea,0,0,,M,,1997-02-13,25,1997
1226,Yeoun,Lee Kyeongbin,이경빈,여운,9/3/1997,ARGON,South Korea,0,0,,M,,1997-09-03,25,1997
1227,Gon,Kim Seongjung,김성중,곤,11/13/1998,ARGON,South Korea,0,0,,M,,1998-11-13,24,1998
1228,Jaeun,Ha Jaeun,한재운,재운,9/28/1999,ARGON,South Korea,0,0,,M,,1999-09-28,23,1999
1229,J,Lee Yeji,이예지,제이,2/12/1998,ANS,South Korea,0,0,,F,,1998-02-12,24,1998
1230,Haena,Jeon Eunbi,전은비,해나,2/19/2002,ANS,South Korea,0,0,,F,,2002-02-19,20,2002
1231,Kiara,Baek Jinjoo,백진주,키아라,8/20/1998,,South Korea,0,0,,F,,1998-08-20,24,1998
1232,Semi,Gu Semi,구세미,세미,4/10/2002,Cignature,South Korea,166,46,,F,,2002-04-10,20,2002
1233,Seline,Jung Yeonjeong,정연정,셀린,6/20/2000,Cignature,South Korea,0,0,,F,,2000-06-20,22,2000
1234,Bada,Kim Bada,김바다,바다,5/28/2002,Hinapia,South Korea,162,49,,F,,2002-05-28,20,2002
1235,Kookheon,Kim Kookheon,김국헌,국헌,4/15/1997,B.O.Y,South Korea,0,0,,M,,1997-04-15,25,1997
1236,Yuvin,Song Yuvin,송유빈,유빈,4/28/1998,B.O.Y,South Korea,0,0,,M,,1998-04-28,24,1998
1237,Kim Yoon,Kim Seongsu,김성수,김윤,2/17/1994,DUSTIN,South Korea,183,65,,M,,1994-02-17,28,1994
1238,Siu,Hwang Inseok,황인석,시우,5/19/1995,DUSTIN,South Korea,0,0,,M,,1995-05-19,27,1995
1239,Daon,Ahn Seonil,안선일,다온,12/10/2000,DUSTIN,South Korea,0,0,,M,,2000-12-10,22,2000
1240,Seunghan,Lee Seunghan,이승한,승한,2/22/1996,DUSTIN,South Korea,0,0,,M,,1996-02-22,26,1996
1241,Hwani,Jo Sihyeon,조시환,화니,11/16/1994,DUSTIN,South Korea,0,0,,M,,1994-11-16,28,1994
1242,JJ,Jun Jihyeok,전진혁,제이제이,12/11/1998,DUSTIN,South Korea,0,0,,M,,1998-12-11,24,1998
1243,BEL,Choi Sunghoon,최성훈,벨,5/21/2000,DUSTIN,South Korea,0,0,,M,,2000-05-21,22,2000
1244,AleXa,Kim Seri,김세리,알렉사,12/6/1996,,USA,0,0,,F,,1996-12-06,26,1996
1245,Love,Park Jisung,박지성,러브,1/17/1994,,South Korea,0,0,,M,,1994-01-17,28,1994
1246,KB,Shin Kyubin,신규빈,규빈,4/23/1994,OnlyOneOf,South Korea,0,0,,M,,1994-04-23,28,1994
1247,Junji,Kim Junhyung,김준형,준지,4/6/1998,OnlyOneOf,South Korea,0,0,,M,,1998-04-06,24,1998
1248,Yoojung,Lee Taeyeop,이태엽,유정,5/19/1997,OnlyOneOf,South Korea,0,0,,M,,1997-05-19,25,1997
1249,Rie,Lee Seungho,이성호,리에,11/6/1996,OnlyOneOf,South Korea,0,0,,M,,1996-11-06,26,1996
1250,Mill,Lee Yongsoo,이용수,밀,3/30/1999,OnlyOneOf,South Korea,0,0,,M,,1999-03-30,23,1999
1251,Nine,Jung Wookjin,정욱진,나인,12/13/1999,OnlyOneOf,South Korea,0,0,,M,,1999-12-13,23,1999
1252,Della,Park Sehyun,박세현,델라,9/3/1995,Rockit Girl,South Korea,0,0,,F,,1995-09-03,27,1995
1253,Han Leeseul,Han Jiyoon,한지윤,한이슬,2/12/2000,Rockit Girl,South Korea,0,0,,F,,2000-02-12,22,2000
1254,Castle J,Son Sangjoon,손성준,캐슬제이,5/31/1999,MCND,South Korea,0,0,,M,,1999-05-31,23,1999
1255,Bic,Nam Seungmin,남승민,빅,4/25/2001,MCND,South Korea,0,0,,M,,2001-04-25,21,2001
1256,Minjae,Song Minjae,송민재,민재,8/23/2003,MCND,South Korea,0,0,,M,,2003-08-23,19,2003
1257,Huijun,Noh Huijun,노휘준,휘준,10/7/2003,MCND,South Korea,0,0,,M,,2003-10-07,19,2003
1258,Win,Bang Junhyuk,방준혁,윈,12/19/2004,MCND,South Korea,0,0,,M,,2004-12-19,18,2004
1259,Changgyu,Song Changgyu,송창규,창규,7/6/1993,UNVS,South Korea,0,0,,M,,1993-07-06,29,1993
1260,YY,Kim Moonyong,김문용,와이와이,8/30/1991,UNVS,South Korea,0,0,,M,,1991-08-30,31,1991
1261,Jen,Kim Yehyeon,김예현,젠,3/27/1997,UNVS,South Korea,0,0,,M,,1997-03-27,25,1997
1262,Jun H.,Im Joonhyun,임준현,준현,8/28/1991,UNVS,South Korea,0,0,,M,,1991-08-28,31,1991
1263,Eunho,Shin Donggeun,신동근,은호,9/10/1992,UNVS,South Korea,0,0,,M,,1992-09-10,30,1992
1264,Jinwoo,Lee Jinwoo,이진우,진우,9/13/2004,Ghost9,South Korea,176,57,,M,,2004-09-13,18,2004
1265,Taesung,Lee Taesung,이태승,태승,12/19/2003,,South Korea,184,64,,M,,2003-12-19,19,2003
1266,Woojin,Lee Woojin,이우진,우진,4/7/2003,Ghost9,South Korea,178,65,,M,,2003-04-07,19,2003
1267,Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,South Korea,0,0,,M,,1999-03-03,23,1999
1268,Allen,Allen Ma,앨런 마,앨런,4/26/1999,CRAVITY,USA,0,0,,M,,1999-04-26,23,1999
1269,Jungmo,Koo Jungmo,구정모,정모,2/5/2000,CRAVITY,South Korea,181,58,,M,,2000-02-05,22,2000
1270,Woobin,Seo Woobin,서우빈,우빈,10/16/2000,CRAVITY,South Korea,0,0,,M,,2000-10-16,22,2000
1271,Wonjin,Ham Wonjin,함원진,원진,3/22/2001,CRAVITY,South Korea,174,57,,M,,2001-03-22,21,2001
1272,BIBI,Kim Hyungseo,김형서,비비,9/27/1998,,South Korea,0,0,,F,,1998-09-27,24,1998
1273,Taeyoung,Kim Taeyoung,김태영,태영,1/27/2003,CRAVITY,South Korea,0,0,,M,,2003-01-27,19,2003
1274,Seongmin,Ahn Seongmin,안성민,성민,8/1/2003,CRAVITY,South Korea,0,0,,M,,2003-08-01,19,2003
1275,Chihoon,Choi Chihoon,최치훈,치훈,4/27/1999,TOO,South Korea,0,0,,M,,1999-04-27,23,1999
1276,Donggeon,Song Donggeon,송동건,동건,7/15/1999,TOO,South Korea,0,0,,M,,1999-07-15,23,1999
1277,Chan,Jo Chanhyuk,조찬혁,찬,12/8/1999,TOO,South Korea,0,0,,M,,1999-12-08,23,1999
1278,Jisu,Choi Jisu,최지수,지수,1/19/2000,TOO,South Korea,0,0,,M,,2000-01-19,22,2000
1279,Minsu,Kim Minsu,김민수,민수,3/20/2000,TOO,South Korea,0,0,,M,,2000-03-20,22,2000
1280,Jaeyun,Lee Jaeyun,이재윤,이재윤,8/16/2000,TOO,South Korea,0,0,,M,,2000-08-16,22,2000
1281,J.YOU,Kim Jaeyu,김제유,제유,11/2/2000,TOO,South Korea,0,0,,M,,2000-11-02,22,2000
1282,Kyungho,Jang Kyungho,장경호,경호,5/7/2001,TOO,South Korea,0,0,,M,,2001-05-07,21,2001
1283,Jerome,Oh Sungmin,오성민,제롬,8/25/2001,TOO,South Korea,0,0,,M,,2001-08-25,21,2001
1284,Woonggi,Cha Woonggi,차웅기,웅기,4/23/2002,TOO,South Korea,0,0,,M,,2002-04-23,20,2002
1285,Woo-ah,Kim Chaewon,김채원,우아,6/20/1997,CRAXY,South Korea,0,0,,F,,1997-06-20,25,1997
1286,Karin,Baek Yerin,백예린,카린,4/23/2000,CRAXY,South Korea,0,0,,F,,2000-04-23,22,2000
1287,Hyejin,Kang Hyejin,강혜진,혜진,7/13/2000,CRAXY,South Korea,0,0,,F,,2000-07-13,22,2000
1288,Swan,Kim Suan,김수안,수안,12/28/2000,CRAXY,South Korea,0,0,,F,,2000-12-28,22,2000
1289,ChaeY,Song Chaeyeon,송채연,채이,1/6/2003,CRAXY,South Korea,0,0,,F,,2003-01-06,19,2003
